year,state,congressional_district,party,totalvotes,republican_votes,democrat_votes
1978,CALIFORNIA,10,DEMOCRAT,125862,40960,84488
1978,CALIFORNIA,11,DEMOCRAT,153464,59976,92882
1978,CALIFORNIA,12,REPUBLICAN,160085,116982,42672
1978,CALIFORNIA,13,DEMOCRAT,175361,73806,100809
1978,CALIFORNIA,14,REPUBLICAN,179727,95962,82927
1978,CALIFORNIA,15,DEMOCRAT,125126,49415,75212
1978,CALIFORNIA,16,DEMOCRAT,170358,65150,104550
1978,CALIFORNIA,17,REPUBLICAN,149181,81296,67206
1978,CALIFORNIA,18,REPUBLICAN,144563,85663,58311
1978,CALIFORNIA,19,REPUBLICAN,171751,123192,48073
1978,CALIFORNIA,20,REPUBLICAN,195409,129714,65038
1978,CALIFORNIA,21,DEMOCRAT,124138,49766,73869
1978,CALIFORNIA,22,REPUBLICAN,153944,99502,53898
1978,CALIFORNIA,23,DEMOCRAT,178994,60881,117498
1978,CALIFORNIA,24,DEMOCRAT,135771,50189,85075
1978,CALIFORNIA,25,DEMOCRAT,68086,21983,45881
1978,CALIFORNIA,26,REPUBLICAN,113059,113059,0
1978,CALIFORNIA,27,REPUBLICAN,175272,89392,85021
1978,CALIFORNIA,28,DEMOCRAT,97592,0,97592
1978,CALIFORNIA,29,DEMOCRAT,76726,11397,65214
1978,CALIFORNIA,30,DEMOCRAT,92752,26246,66241
1978,CALIFORNIA,31,DEMOCRAT,82157,26225,55667
1978,CALIFORNIA,32,DEMOCRAT,103609,29309,74004
1978,CALIFORNIA,33,REPUBLICAN,142073,79533,61915
1978,CALIFORNIA,34,REPUBLICAN,168572,90554,77238
1978,CALIFORNIA,35,DEMOCRAT,148830,67758,80388
1978,CALIFORNIA,36,DEMOCRAT,127865,46943,80448
1978,CALIFORNIA,37,REPUBLICAN,173588,106581,66337
1978,CALIFORNIA,38,DEMOCRAT,128769,52765,75471
1978,CALIFORNIA,39,REPUBLICAN,176051,112160,63252
1978,CALIFORNIA,40,REPUBLICAN,224240,147882,75594
1978,CALIFORNIA,41,REPUBLICAN,185225,107685,76765
1978,CALIFORNIA,42,DEMOCRAT,115445,30016,85126
1978,CALIFORNIA,43,REPUBLICAN,243458,167150,75545
1978,COLORADO,1,DEMOCRAT,134630,51369,82742
1978,COLORADO,2,DEMOCRAT,186961,87191,98889
1978,COLORADO,3,DEMOCRAT,141442,71055,69669
1978,COLORADO,4,REPUBLICAN,168542,103121,64767
1978,COLORADO,5,REPUBLICAN,153780,91933,61229
1978,CONNECTICUT,1,DEMOCRAT,172564,69117,102749
1978,CONNECTICUT,2,DEMOCRAT,166814,49688,116624
1978,CONNECTICUT,3,DEMOCRAT,166587,69059,96830
1978,CONNECTICUT,4,REPUBLICAN,143919,83990,59330
1978,CONNECTICUT,5,DEMOCRAT,184913,87293,96738
1978,CONNECTICUT,6,DEMOCRAT,186224,66020,119537
1978,DELAWARE,0,REPUBLICAN,157566,91689,65218
1978,FLORIDA,1,DEMOCRAT,135323,49218,85608
1978,FLORIDA,2,DEMOCRAT,137797,24897,112649
1978,FLORIDA,4,DEMOCRAT,154949,41231,113302
1978,FLORIDA,5,REPUBLICAN,208186,106319,100848
1978,FLORIDA,6,REPUBLICAN,191348,150694,40247
1978,FLORIDA,9,DEMOCRAT,145617,55513,89543
1978,FLORIDA,11,DEMOCRAT,223103,98759,123346
1978,FLORIDA,12,DEMOCRAT,173647,65944,107037
1978,FLORIDA,14,DEMOCRAT,103283,37700,65202
1978,FLORIDA,15,DEMOCRAT,146734,37518,108837
1978,GEORGIA,1,DEMOCRAT,36962,1,36961
1978,GEORGIA,2,DEMOCRAT,42236,2,42234
1978,GEORGIA,3,DEMOCRAT,54882,1,54881
1978,GEORGIA,4,DEMOCRAT,74513,14087,60284
1978,GEORGIA,5,DEMOCRAT,69875,16965,52739
1978,GEORGIA,6,REPUBLICAN,86540,47078,39067
1978,GEORGIA,7,DEMOCRAT,70826,23499,47090
1978,GEORGIA,8,DEMOCRAT,41193,9,41184
1978,GEORGIA,9,DEMOCRAT,61437,14031,47264
1978,GEORGIA,10,DEMOCRAT,50130,8,50122
1978,HAWAII,1,DEMOCRAT,115412,30551,84552
1978,HAWAII,2,DEMOCRAT,137957,19488,118272
1978,IDAHO,1,REPUBLICAN,144652,86680,57392
1978,IDAHO,2,REPUBLICAN,140631,80591,59440
1978,ILLINOIS,1,DEMOCRAT,81279,33361,47581
1978,ILLINOIS,2,DEMOCRAT,94077,13039,80906
1978,ILLINOIS,3,DEMOCRAT,146800,50588,95701
1978,ILLINOIS,4,REPUBLICAN,141229,94435,46326
1978,ILLINOIS,5,DEMOCRAT,117506,18616,98702
1978,ILLINOIS,6,REPUBLICAN,131737,87193,44099
1978,ILLINOIS,7,DEMOCRAT,74989,10170,64716
1978,ILLINOIS,8,DEMOCRAT,94762,13172,81457
1978,ILLINOIS,9,DEMOCRAT,116217,28387,87543
1978,ILLINOIS,10,DEMOCRAT,178309,87942,89479
1978,ILLINOIS,11,DEMOCRAT,152412,39647,112365
1978,ILLINOIS,12,REPUBLICAN,138935,110503,28148
1978,ILLINOIS,13,REPUBLICAN,104738,64060,40271
1978,ILLINOIS,14,REPUBLICAN,158179,118741,39044
1978,ILLINOIS,15,REPUBLICAN,129612,80856,48268
1978,ILLINOIS,16,REPUBLICAN,117309,76752,40151
1978,ILLINOIS,17,REPUBLICAN,133635,94375,38867
1978,ILLINOIS,18,REPUBLICAN,130514,85973,44096
1978,ILLINOIS,19,REPUBLICAN,89790,89770,20
1978,ILLINOIS,20,REPUBLICAN,159480,111054,47942
1978,ILLINOIS,21,REPUBLICAN,124527,97473,26783
1978,ILLINOIS,22,REPUBLICAN,159383,86051,72599
1978,ILLINOIS,23,DEMOCRAT,100105,25599,74247
1978,ILLINOIS,24,DEMOCRAT,168061,57185,110298
1978,INDIANA,1,DEMOCRAT,90170,17625,72367
1978,INDIANA,2,DEMOCRAT,145778,62742,82402
1978,INDIANA,3,DEMOCRAT,115862,51011,64336
1978,INDIANA,4,REPUBLICAN,125117,80527,44144
1978,INDIANA,5,REPUBLICAN,140429,94950,45024
1978,INDIANA,6,DEMOCRAT,127282,60252,66421
1978,INDIANA,7,REPUBLICAN,154424,86955,66794
1978,INDIANA,8,REPUBLICAN,159673,83019,75887
1978,INDIANA,9,DEMOCRAT,151945,51696,99727
1978,INDIANA,10,DEMOCRAT,130742,56825,73343
1978,INDIANA,11,DEMOCRAT,107441,45478,61504
1978,IOWA,1,REPUBLICAN,125955,79940,45555
1978,IOWA,2,REPUBLICAN,138978,72644,65671
1978,IOWA,3,REPUBLICAN,138539,103659,34531
1978,IOWA,4,DEMOCRAT,136834,47825,88526
1978,IOWA,5,DEMOCRAT,139710,56803,82333
1978,IOWA,6,DEMOCRAT,131459,43877,87139
1978,KANSAS,1,REPUBLICAN,131037,131037,0
1978,KANSAS,2,REPUBLICAN,146879,76419,69755
1978,KANSAS,3,REPUBLICAN,103265,103265,0
1978,KANSAS,4,DEMOCRAT,143993,43415,100139
1978,KANSAS,5,REPUBLICAN,150766,86011,64107
1978,KENTUCKY,1,DEMOCRAT,44097,7,44090
1978,KENTUCKY,2,DEMOCRAT,36459,18,36441
1978,KENTUCKY,3,DEMOCRAT,56871,19330,37346
1978,KENTUCKY,4,REPUBLICAN,94299,62087,31890
1978,KENTUCKY,5,REPUBLICAN,75458,59743,15558
1978,KENTUCKY,6,REPUBLICAN,102857,52092,50257
1978,KENTUCKY,7,DEMOCRAT,67420,15702,51559
1978,LOUISIANA,4,DEMOCRAT,130900,64664,65583
1978,MAINE,1,REPUBLICAN,196485,120791,74937
1978,MAINE,2,REPUBLICAN,173037,87939,84247
1978,MARYLAND,1,REPUBLICAN,126295,80202,45632
1978,MARYLAND,2,DEMOCRAT,148487,49387,98601
1978,MARYLAND,3,DEMOCRAT,91189,0,91189
1978,MARYLAND,4,REPUBLICAN,115037,71374,43226
1978,MARYLAND,5,DEMOCRAT,84028,18968,64868
1978,MARYLAND,6,DEMOCRAT,140741,14400,126196
1978,MARYLAND,7,DEMOCRAT,58622,6560,51996
1978,MARYLAND,8,DEMOCRAT,159658,77029,81851
1978,MASSACHUSETTS,1,REPUBLICAN,131918,131773,144
1978,MASSACHUSETTS,2,DEMOCRAT,139479,37530,101570
1978,MASSACHUSETTS,3,DEMOCRAT,158730,38999,119337
1978,MASSACHUSETTS,4,DEMOCRAT,111491,137,111353
1978,MASSACHUSETTS,5,DEMOCRAT,172681,81700,90156
1978,MASSACHUSETTS,6,DEMOCRAT,180645,82711,97099
1978,MASSACHUSETTS,7,DEMOCRAT,171646,25771,145615
1978,MASSACHUSETTS,8,DEMOCRAT,136928,34420,102160
1978,MASSACHUSETTS,9,DEMOCRAT,116338,9438,106805
1978,MASSACHUSETTS,10,REPUBLICAN,166957,102080,64228
1978,MASSACHUSETTS,11,DEMOCRAT,145722,11957,133644
1978,MASSACHUSETTS,12,DEMOCRAT,176859,153,176704
1978,MICHIGAN,1,DEMOCRAT,96526,6811,89646
1978,MICHIGAN,2,REPUBLICAN,144326,97503,46355
1978,MICHIGAN,3,DEMOCRAT,163510,78782,83932
1978,MICHIGAN,4,REPUBLICAN,135108,95440,39271
1978,MICHIGAN,5,REPUBLICAN,165446,81794,82815
1978,MICHIGAN,6,DEMOCRAT,172706,73988,97971
1978,MICHIGAN,7,DEMOCRAT,137540,31817,105402
1978,MICHIGAN,8,DEMOCRAT,155248,51383,103346
1978,MICHIGAN,9,REPUBLICAN,175819,122363,52921
1978,MICHIGAN,10,DEMOCRAT,184389,88581,94913
1978,MICHIGAN,11,REPUBLICAN,175435,96351,78293
1978,MICHIGAN,12,DEMOCRAT,150956,67383,82892
1978,MICHIGAN,13,DEMOCRAT,56543,11654,44771
1978,MICHIGAN,14,DEMOCRAT,124756,40317,84032
1978,MICHIGAN,15,DEMOCRAT,119545,24164,95137
1978,MICHIGAN,16,DEMOCRAT,122111,28437,93387
1978,MICHIGAN,17,DEMOCRAT,111654,5297,106303
1978,MICHIGAN,18,DEMOCRAT,151798,38373,113037
1978,MICHIGAN,19,REPUBLICAN,164298,117122,46704
1978,MINNESOTA,1,REPUBLICAN,195929,110090,84981
1978,MINNESOTA,2,REPUBLICAN,206588,145415,60561
1978,MINNESOTA,3,REPUBLICAN,195879,128759,66449
1978,MINNESOTA,4,DEMOCRAT,165385,68702,95989
1978,MINNESOTA,5,DEMOCRAT,147087,54860,91673
1978,MINNESOTA,6,DEMOCRAT,209632,92814,115880
1978,MINNESOTA,7,REPUBLICAN,206192,106573,98623
1978,MINNESOTA,8,DEMOCRAT,196294,24917,171125
1978,MISSISSIPPI,1,DEMOCRAT,86151,28505,57358
1978,MISSISSIPPI,2,DEMOCRAT,93408,35373,57678
1978,MISSISSIPPI,3,DEMOCRAT,110093,8324,101685
1978,MISSISSIPPI,4,REPUBLICAN,132132,68225,63268
1978,MISSISSIPPI,5,REPUBLICAN,97177,97177,0
1978,MISSOURI,1,DEMOCRAT,99010,32729,65950
1978,MISSOURI,2,DEMOCRAT,182406,78700,102911
1978,MISSOURI,3,DEMOCRAT,148446,26612,121565
1978,MISSOURI,4,DEMOCRAT,165864,44665,120748
1978,MISSOURI,5,DEMOCRAT,114131,31671,82140
1978,MISSOURI,6,REPUBLICAN,172635,96574,75300
1978,MISSOURI,7,REPUBLICAN,170917,104566,65687
1978,MISSOURI,8,DEMOCRAT,159618,62478,96509
1978,MISSOURI,9,DEMOCRAT,180965,45337,135170
1978,MISSOURI,10,DEMOCRAT,151835,52160,99148
1978,MONTANA,1,DEMOCRAT,150109,63452,86016
1978,MONTANA,2,REPUBLICAN,133246,75766,56905
1978,NEBRASKA,1,REPUBLICAN,170324,99013,70598
1978,NEBRASKA,2,DEMOCRAT,147444,69606,77135
1978,NEBRASKA,3,REPUBLICAN,176968,141597,35017
1978,NEVADA,0,DEMOCRAT,182967,49949,132513
1978,NEW HAMPSHIRE,1,DEMOCRAT,134235,51023,82697
1978,NEW HAMPSHIRE,2,REPUBLICAN,124081,84535,39151
1978,NEW JERSEY,1,DEMOCRAT,133620,27249,106096
1978,NEW JERSEY,2,DEMOCRAT,169765,56427,112768
1978,NEW JERSEY,3,DEMOCRAT,148955,64950,83349
1978,NEW JERSEY,4,DEMOCRAT,113382,43682,69259
1978,NEW JERSEY,5,REPUBLICAN,138847,100739,37727
1978,NEW JERSEY,6,REPUBLICAN,148184,89446,58151
1978,NEW JERSEY,7,DEMOCRAT,149118,70052,78358
1978,NEW JERSEY,8,DEMOCRAT,93338,23604,69496
1978,NEW JERSEY,9,REPUBLICAN,150155,73478,75910
1978,NEW JERSEY,10,DEMOCRAT,63777,8616,55074
1978,NEW JERSEY,11,DEMOCRAT,125174,36511,88294
1978,NEW JERSEY,12,REPUBLICAN,129273,94850,34079
1978,NEW JERSEY,13,REPUBLICAN,149109,77301,71090
1978,NEW JERSEY,14,DEMOCRAT,105340,37949,67008
1978,NEW JERSEY,15,DEMOCRAT,115886,59343,55944
1978,NEW MEXICO,1,REPUBLICAN,188836,118075,70053
1978,NEW MEXICO,2,DEMOCRAT,95710,0,95710
1978,NEW YORK,1,REPUBLICAN,160204,75586,83772
1978,NEW YORK,2,DEMOCRAT,118129,52789,64807
1978,NEW YORK,3,DEMOCRAT,138670,67463,70526
1978,NEW YORK,4,REPUBLICAN,143302,80266,62406
1978,NEW YORK,5,REPUBLICAN,145383,74279,70393
1978,NEW YORK,6,DEMOCRAT,134606,59266,74741
1978,NEW YORK,7,DEMOCRAT,77001,20806,55985
1978,NEW YORK,8,DEMOCRAT,95202,25969,68971
1978,NEW YORK,9,DEMOCRAT,94787,43003,51350
1978,NEW YORK,10,DEMOCRAT,82061,30075,51682
1978,NEW YORK,11,DEMOCRAT,75203,19130,55880
1978,NEW YORK,12,DEMOCRAT,29277,7792,21406
1978,NEW YORK,13,DEMOCRAT,84839,20122,64514
1978,NEW YORK,14,DEMOCRAT,40745,11588,29040
1978,NEW YORK,15,DEMOCRAT,72331,29388,42646
1978,NEW YORK,16,DEMOCRAT,72890,19835,52855
1978,NEW YORK,17,DEMOCRAT,99961,45276,54228
1978,NEW YORK,18,REPUBLICAN,114301,57738,55997
1978,NEW YORK,19,DEMOCRAT,61991,12521,49344
1978,NEW YORK,20,DEMOCRAT,75936,18299,57452
1978,NEW YORK,21,DEMOCRAT,24449,3643,20769
1978,NEW YORK,22,DEMOCRAT,69837,15570,54110
1978,NEW YORK,23,DEMOCRAT,128572,61596,66354
1978,NEW YORK,24,DEMOCRAT,134463,58475,75397
1978,NEW YORK,25,REPUBLICAN,146533,114641,31573
1978,NEW YORK,26,REPUBLICAN,139637,87059,52052
1978,NEW YORK,27,DEMOCRAT,149590,65515,83413
1978,NEW YORK,28,DEMOCRAT,182945,42936,139575
1978,NEW YORK,29,REPUBLICAN,184223,90572,92714
1978,NEW YORK,30,REPUBLICAN,141263,79502,61143
1978,NEW YORK,31,REPUBLICAN,107791,98415,9282
1978,NEW YORK,32,DEMOCRAT,145471,68528,76251
1978,NEW YORK,33,REPUBLICAN,147454,82501,64303
1978,NEW YORK,34,REPUBLICAN,140912,62081,78043
1978,NEW YORK,35,REPUBLICAN,138593,96119,42049
1978,NEW YORK,36,DEMOCRAT,134257,38258,95613
1978,NEW YORK,37,DEMOCRAT,90271,22568,67475
1978,NEW YORK,38,REPUBLICAN,120132,100032,19899
1978,NEW YORK,39,DEMOCRAT,135816,55867,79385
1978,NORTH CAROLINA,1,DEMOCRAT,84530,16646,67716
1978,NORTH CAROLINA,2,DEMOCRAT,79053,17030,61851
1978,NORTH CAROLINA,3,DEMOCRAT,76602,21928,54452
1978,NORTH CAROLINA,4,DEMOCRAT,78685,4392,74249
1978,NORTH CAROLINA,5,DEMOCRAT,126939,57579,68778
1978,NORTH CAROLINA,6,DEMOCRAT,85075,26613,58193
1978,NORTH CAROLINA,7,DEMOCRAT,76842,22915,53696
1978,NORTH CAROLINA,8,DEMOCRAT,107110,43503,63168
1978,NORTH CAROLINA,9,REPUBLICAN,96824,66157,30360
1978,NORTH CAROLINA,10,REPUBLICAN,67004,67004,0
1978,NORTH CAROLINA,11,DEMOCRAT,141292,65174,75460
1978,NORTH DAKOTA,0,REPUBLICAN,220314,147712,71876
1978,OHIO,1,REPUBLICAN,114169,73593,40170
1978,OHIO,2,DEMOCRAT,123238,58129,64522
1978,OHIO,3,DEMOCRAT,116804,53415,62849
1978,OHIO,4,REPUBLICAN,124935,85575,38966
1978,OHIO,5,REPUBLICAN,136618,85547,50560
1978,OHIO,6,REPUBLICAN,131910,85592,45855
1978,OHIO,7,REPUBLICAN,92507,92507,0
1978,OHIO,8,REPUBLICAN,113652,81156,32171
1978,OHIO,9,DEMOCRAT,113128,41005,71709
1978,OHIO,10,REPUBLICAN,134368,99329,34689
1978,OHIO,11,REPUBLICAN,131181,89327,41435
1978,OHIO,12,REPUBLICAN,143271,81573,61081
1978,OHIO,13,DEMOCRAT,124144,42836,80875
1978,OHIO,14,DEMOCRAT,113667,30998,82356
1978,OHIO,15,REPUBLICAN,128023,91023,36630
1978,OHIO,16,REPUBLICAN,134792,105152,29344
1978,OHIO,17,REPUBLICAN,129127,87010,41696
1978,OHIO,18,DEMOCRAT,120825,48442,71894
1978,OHIO,19,REPUBLICAN,141867,71890,69277
1978,OHIO,20,DEMOCRAT,76973,0,76973
1978,OHIO,21,DEMOCRAT,68467,9438,58934
1978,OHIO,22,DEMOCRAT,132572,44571,87551
1978,OHIO,23,DEMOCRAT,133707,33395,99975
1978,OKLAHOMA,1,DEMOCRAT,123290,48910,73886
1978,OKLAHOMA,2,DEMOCRAT,132436,59254,72583
1978,OKLAHOMA,4,DEMOCRAT,104414,41007,62993
1978,OKLAHOMA,5,REPUBLICAN,89429,71451,17798
1978,OKLAHOMA,6,DEMOCRAT,139543,35671,103512
1978,OREGON,1,DEMOCRAT,252378,92735,158706
1978,OREGON,2,DEMOCRAT,220019,67241,152099
1978,OREGON,3,DEMOCRAT,179460,27289,151895
1978,OREGON,4,DEMOCRAT,221766,96051,124745
1978,PENNSYLVANIA,1,DEMOCRAT,145162,40342,104412
1978,PENNSYLVANIA,2,DEMOCRAT,161759,28873,132594
1978,PENNSYLVANIA,3,DEMOCRAT,119765,33412,86015
1978,PENNSYLVANIA,4,REPUBLICAN,198000,110445,86679
1978,PENNSYLVANIA,5,REPUBLICAN,147269,110565,36337
1978,PENNSYLVANIA,6,DEMOCRAT,144177,37369,106431
1978,PENNSYLVANIA,7,DEMOCRAT,158714,78154,79771
1978,PENNSYLVANIA,8,DEMOCRAT,146052,56208,89276
1978,PENNSYLVANIA,9,REPUBLICAN,135033,101151,33543
1978,PENNSYLVANIA,10,REPUBLICAN,151724,116003,35364
1978,PENNSYLVANIA,11,DEMOCRAT,106768,44882,61433
1978,PENNSYLVANIA,12,DEMOCRAT,151658,46968,104216
1978,PENNSYLVANIA,13,REPUBLICAN,159862,112711,46679
1978,PENNSYLVANIA,14,DEMOCRAT,119202,50686,68004
1978,PENNSYLVANIA,15,REPUBLICAN,124063,65986,57496
1978,PENNSYLVANIA,16,REPUBLICAN,119296,91910,27112
1978,PENNSYLVANIA,17,DEMOCRAT,132847,53077,79234
1978,PENNSYLVANIA,18,DEMOCRAT,154671,65708,88299
1978,PENNSYLVANIA,19,REPUBLICAN,134001,105424,28291
1978,PENNSYLVANIA,20,DEMOCRAT,135490,37368,97745
1978,PENNSYLVANIA,21,DEMOCRAT,139334,64966,73712
1978,PENNSYLVANIA,22,DEMOCRAT,139077,39123,99559
1978,PENNSYLVANIA,23,REPUBLICAN,134851,73194,61040
1978,PENNSYLVANIA,24,REPUBLICAN,135935,87041,48405
1978,PENNSYLVANIA,25,DEMOCRAT,146948,77868,68293
1978,RHODE ISLAND,1,DEMOCRAT,141680,54363,86768
1978,RHODE ISLAND,2,DEMOCRAT,166122,77938,87397
1978,SOUTH CAROLINA,1,DEMOCRAT,108615,42564,65621
1978,SOUTH CAROLINA,2,REPUBLICAN,123630,71032,52072
1978,SOUTH CAROLINA,3,DEMOCRAT,98892,17745,80968
1978,SOUTH CAROLINA,4,REPUBLICAN,98531,51483,46578
1978,SOUTH CAROLINA,5,DEMOCRAT,76220,13075,63013
1978,SOUTH CAROLINA,6,DEMOCRAT,69220,0,69220
1978,SOUTH DAKOTA,1,DEMOCRAT,129227,63899,64683
1978,SOUTH DAKOTA,2,REPUBLICAN,126296,70780,54961
1978,TENNESSEE,1,REPUBLICAN,142841,92143,50191
1978,TENNESSEE,2,REPUBLICAN,152833,125082,27473
1978,TENNESSEE,3,DEMOCRAT,121838,13420,108282
1978,TENNESSEE,4,DEMOCRAT,108701,6,108695
1978,TENNESSEE,5,DEMOCRAT,133608,64350,68608
1978,TENNESSEE,6,REPUBLICAN,153591,114630,38571
1978,TENNESSEE,7,DEMOCRAT,132866,35643,96863
1978,TENNESSEE,8,DEMOCRAT,115917,34790,80776
1978,TEXAS,1,DEMOCRAT,94408,20493,73708
1978,TEXAS,2,DEMOCRAT,95570,28298,66986
1978,TEXAS,3,REPUBLICAN,96406,96406,0
1978,TEXAS,4,DEMOCRAT,94918,36216,58336
1978,TEXAS,5,DEMOCRAT,70593,34718,35524
1978,TEXAS,6,DEMOCRAT,101418,35039,66025
1978,TEXAS,7,REPUBLICAN,150629,128214,22191
1978,TEXAS,8,DEMOCRAT,64102,24426,39429
1978,TEXAS,9,DEMOCRAT,80265,29178,50792
1978,TEXAS,10,DEMOCRAT,123857,29035,94529
1978,TEXAS,11,DEMOCRAT,103319,49465,53354
1978,TEXAS,12,DEMOCRAT,67820,21150,46456
1978,TEXAS,13,DEMOCRAT,100546,25022,75271
1978,TEXAS,14,DEMOCRAT,88278,24082,63953
1978,TEXAS,15,DEMOCRAT,82413,27574,54560
1978,TEXAS,16,DEMOCRAT,75833,22516,53090
1978,TEXAS,17,DEMOCRAT,101332,31979,69030
1978,TEXAS,18,DEMOCRAT,38018,1223,36783
1978,TEXAS,19,DEMOCRAT,102799,47589,54729
1978,TEXAS,20,DEMOCRAT,51584,0,51584
1978,TEXAS,21,REPUBLICAN,147837,84336,62866
1978,TEXAS,22,REPUBLICAN,108086,54643,52909
1978,TEXAS,23,DEMOCRAT,69834,7113,62649
1978,TEXAS,24,DEMOCRAT,72515,32981,39201
1978,UTAH,1,DEMOCRAT,183994,89201,93892
1978,UTAH,2,REPUBLICAN,195166,121492,72937
1978,VERMONT,0,REPUBLICAN,120502,90688,29516
1978,VIRGINIA,1,REPUBLICAN,123741,89158,34237
1978,VIRGINIA,2,REPUBLICAN,63530,63512,18
1978,VIRGINIA,3,DEMOCRAT,119217,14520,104550
1978,VIRGINIA,4,REPUBLICAN,77873,77827,46
1978,VIRGINIA,5,DEMOCRAT,83619,44,83575
1978,VIRGINIA,6,REPUBLICAN,88803,88647,154
1978,VIRGINIA,7,REPUBLICAN,131476,84517,46489
1978,VIRGINIA,8,DEMOCRAT,111170,54483,56137
1978,VIRGINIA,9,REPUBLICAN,124254,76877,46903
1978,VIRGINIA,10,DEMOCRAT,132882,61370,70892
1978,WASHINGTON,1,REPUBLICAN,156193,99942,55688
1978,WASHINGTON,2,DEMOCRAT,137413,66125,70620
1978,WASHINGTON,3,DEMOCRAT,140886,57687,82616
1978,WASHINGTON,4,DEMOCRAT,139991,53845,85602
1978,WASHINGTON,5,DEMOCRAT,160849,82812,77201
1978,WASHINGTON,6,DEMOCRAT,116740,45226,71057
1978,WASHINGTON,7,DEMOCRAT,126502,58461,67450
1978,WEST VIRGINIA,1,DEMOCRAT,120434,43621,76372
1978,WEST VIRGINIA,2,DEMOCRAT,125955,55709,69683
1978,WEST VIRGINIA,3,DEMOCRAT,126421,51068,74837
1978,WEST VIRGINIA,4,DEMOCRAT,70035,0,70035
1978,WISCONSIN,1,DEMOCRAT,141585,63795,77146
1978,WISCONSIN,2,DEMOCRAT,172762,72400,99631
1978,WISCONSIN,3,DEMOCRAT,153412,56515,96326
1978,WISCONSIN,4,DEMOCRAT,153703,51607,101575
1978,WISCONSIN,5,DEMOCRAT,116420,31039,85067
1978,WISCONSIN,6,REPUBLICAN,164817,114742,49574
1978,WISCONSIN,7,DEMOCRAT,178304,66756,110874
1978,WISCONSIN,8,REPUBLICAN,175791,101856,73196
1978,WISCONSIN,9,REPUBLICAN,193688,118386,74549
1978,WYOMING,0,REPUBLICAN,129377,75855,52987
1980,ALABAMA,1,REPUBLICAN,117221,111089,6071
1980,ALABAMA,2,REPUBLICAN,172962,104796,67484
1980,ALABAMA,3,DEMOCRAT,109215,1545,107654
1980,ALABAMA,4,DEMOCRAT,132086,2694,129365
1980,ALABAMA,5,DEMOCRAT,125356,7653,117626
1980,ALABAMA,6,REPUBLICAN,187982,95019,92033
1980,ALABAMA,7,DEMOCRAT,168804,45836,122505
1980,ALASKA,0,REPUBLICAN,154618,114089,40124
1980,ARIZONA,1,REPUBLICAN,186833,136961,49373
1980,ARIZONA,2,DEMOCRAT,219686,91030,127736
1980,ARIZONA,3,DEMOCRAT,219822,77590,141448
1980,ARIZONA,4,REPUBLICAN,227611,142565,84196
1980,ARKANSAS,2,REPUBLICAN,201655,159148,42082
1980,CALIFORNIA,1,REPUBLICAN,270199,145098,123850
1980,CALIFORNIA,2,REPUBLICAN,261674,141698,118776
1980,CALIFORNIA,3,DEMOCRAT,241865,70483,170670
1980,CALIFORNIA,4,DEMOCRAT,205055,70490,133853
1980,CALIFORNIA,5,DEMOCRAT,197821,95749,101105
1980,CALIFORNIA,6,DEMOCRAT,134650,40838,93400
1980,CALIFORNIA,7,DEMOCRAT,224469,81601,142044
1980,CALIFORNIA,8,DEMOCRAT,195425,86175,108380
1980,CALIFORNIA,9,DEMOCRAT,163592,72357,90504
1980,CALIFORNIA,10,DEMOCRAT,164543,61689,102231
1980,CALIFORNIA,11,DEMOCRAT,185012,98197,85823
1980,CALIFORNIA,12,REPUBLICAN,199083,143817,54713
1980,CALIFORNIA,13,DEMOCRAT,224609,91439,132246
1980,CALIFORNIA,14,REPUBLICAN,220579,133979,85734
1980,CALIFORNIA,15,DEMOCRAT,150491,41995,108072
1980,CALIFORNIA,16,DEMOCRAT,223035,64028,158360
1980,CALIFORNIA,17,REPUBLICAN,182939,129159,53242
1980,CALIFORNIA,18,REPUBLICAN,177461,126046,50901
1980,CALIFORNIA,19,REPUBLICAN,209603,162849,46286
1980,CALIFORNIA,20,REPUBLICAN,253303,199674,53093
1980,CALIFORNIA,21,REPUBLICAN,153400,74674,77939
1980,CALIFORNIA,22,REPUBLICAN,180423,115241,64530
1980,CALIFORNIA,23,DEMOCRAT,199385,72631,126020
1980,CALIFORNIA,24,DEMOCRAT,146731,52630,93569
1980,CALIFORNIA,25,DEMOCRAT,74365,25032,49080
1980,CALIFORNIA,26,REPUBLICAN,164514,116715,47321
1980,CALIFORNIA,27,REPUBLICAN,215316,109807,104454
1980,CALIFORNIA,28,DEMOCRAT,137304,28293,108725
1980,CALIFORNIA,29,DEMOCRAT,92999,12775,80095
1980,CALIFORNIA,30,DEMOCRAT,102735,28330,74119
1980,CALIFORNIA,31,DEMOCRAT,107349,37821,69146
1980,CALIFORNIA,32,DEMOCRAT,127526,43034,84057
1980,CALIFORNIA,33,REPUBLICAN,172804,122439,49861
1980,CALIFORNIA,34,REPUBLICAN,192169,138024,53604
1980,CALIFORNIA,35,REPUBLICAN,194514,100743,92833
1980,CALIFORNIA,36,DEMOCRAT,168690,79261,88628
1980,CALIFORNIA,37,REPUBLICAN,231077,165371,65049
1980,CALIFORNIA,38,DEMOCRAT,165437,72821,91880
1980,CALIFORNIA,39,REPUBLICAN,229732,175228,53959
1980,CALIFORNIA,40,REPUBLICAN,304997,213999,90088
1980,CALIFORNIA,41,REPUBLICAN,233918,123187,109624
